light,mobility,resilience,recovery,discipline,intellect,strength,class,mode,tiers_mob,tiers_res,tiers_rec,tiers_dis,tiers_int,tiers_str,tiers,total
1558,108,40,72,56,46,48,Hunter,Control,10,4,7,5,4,4,34,370
1558,103,45,101,30,102,31,Hunter,Trials,10,4,10,3,10,3,40,412
1560,101,24,104,51,74,52,Warlock,Trials,10,2,10,5,7,5,39,406
1580,109,35,103,54,28,91,Hunter,Control,10,3,10,5,2,9,39,420
1558,109,47,28,51,73,87,Hunter,Trials,10,4,2,5,7,8,36,395
1510,35,72,100,53,46,48,Titan,Control,3,7,10,5,4,4,33,354
1576,26,58,73,83,45,76,Titan,Control,2,5,7,8,4,7,33,361
1489,102,28,101,38,83,62,Hunter,Control,10,2,10,3,8,6,39,414
1560,33,35,107,100,61,53,Warlock,Trials,3,3,10,10,6,5,37,389
1557,49,75,69,61,103,70,Titan,Trials,4,7,6,6,10,7,40,427
1582,41,102,76,27,77,69,Titan,Control,4,10,7,2,7,6,36,392
1558,26,105,79,83,27,71,Titan,Trials,2,10,7,8,2,7,36,391
1553,56,40,108,102,56,62,Warlock,Control,5,4,10,10,5,6,40,424
1569,52,26,108,29,57,37,Warlock,Control,5,2,10,2,5,3,27,309
1543,48,54,103,80,35,42,Warlock,Rumble,4,5,10,8,3,4,34,362
1559,104,76,23,10,110,31,Hunter,Trials,10,7,2,1,11,3,34,354
1559,44,39,100,102,43,42,Warlock,Trials,4,3,10,10,4,4,35,370
1560,100,43,74,46,28,66,Hunter,Trials,10,4,7,4,2,6,33,357
1574,60,48,99,57,62,42,Titan,Control,6,4,9,5,6,4,34,368
1587,23,103,80,60,60,38,Warlock,Survival,2,10,8,6,6,3,35,364
1560,33,45,107,100,71,53,Warlock,Trials,3,4,10,10,7,5,39,409
1584,60,104,71,27,100,72,Titan,Survival,6,10,7,2,10,7,42,434
1521,40,50,51,61,54,35,Warlock,Control,4,5,5,6,5,3,28,291
1560,93,29,82,43,82,51,Hunter,Trials,9,2,8,4,8,5,36,380
1578,113,38,73,37,64,51,Hunter,Control,11,3,7,3,6,5,35,376
1559,53,80,69,21,90,41,Titan,Trials,5,8,6,2,9,4,34,354
1582,49,70,102,33,90,50,Titan,Control,4,7,10,3,9,5,38,394
1557,102,22,103,34,98,54,Hunter,Trials,10,2,10,3,9,5,39,413
1556,28,60,104,22,105,50,Warlock,Trials,2,6,10,2,10,5,35,369
1555,63,44,100,102,53,52,Warlock,Trials,6,4,10,10,5,5,40,414
1557,72,65,81,61,73,56,Titan,Trials,7,6,8,6,7,5,39,408
1560,83,33,102,80,74,43,Hunter,Trials,8,3,10,8,7,4,40,415
1559,18,90,102,54,18,104,Warlock,Trials,1,9,10,5,1,10,36,386
1585,100,30,104,49,76,44,Hunter,Control,10,3,10,4,7,4,38,403
1362,73,27,95,81,53,35,Warlock,Rumble,7,2,9,8,5,3,34,364
1557,59,65,56,57,54,58,Titan,Trials,5,6,5,5,5,5,31,349
1560,103,57,100,34,101,27,Hunter,Control,10,5,10,3,10,2,40,422
1560,100,43,101,35,101,51,Hunter,Trials,10,4,10,3,10,5,42,431
1568,36,83,71,77,50,39,Titan,Survival,3,8,7,7,5,3,33,356
1578,100,43,103,109,22,57,Hunter,Control,10,4,10,10,2,5,41,434
1557,103,23,100,55,61,70,Hunter,Trials,10,2,10,5,6,7,40,412
1560,62,57,47,62,69,39,Titan,Trials,6,5,4,6,6,3,30,336
1554,52,54,101,34,100,32,Titan,Trials,5,5,10,3,10,3,36,373
1575,37,36,108,100,65,36,Warlock,Control,3,3,10,10,6,3,35,382
1586,102,32,87,29,45,101,Hunter,Survival,10,3,8,2,4,10,37,396
1506,66,43,81,74,53,51,Warlock,Control,6,4,8,7,5,5,35,368
1579,101,49,107,35,101,34,Hunter,Survival,10,4,10,3,10,3,40,427
1560,18,106,73,33,59,87,Titan,Trials,1,10,7,3,5,8,34,376
1568,103,23,101,91,53,67,Hunter,Rumble,10,2,10,9,5,6,42,438
1557,46,83,53,78,56,31,Titan,Trials,4,8,5,7,5,3,32,347
1582,42,51,91,89,83,35,Warlock,Control,4,5,9,8,8,3,37,391
1575,63,36,89,28,63,58,Hunter,Control,6,3,8,2,6,5,30,337
1574,110,22,101,92,63,40,Hunter,Survival,11,2,10,9,6,4,42,428
1567,117,32,53,40,84,52,Hunter,Control,11,3,5,4,8,5,36,378
1578,105,20,97,32,47,92,Hunter,Control,10,2,9,3,4,9,37,393
1556,44,70,102,91,34,53,Titan,Trials,4,7,10,9,3,5,38,394
1580,35,65,93,96,51,22,Warlock,Control,3,6,9,9,5,2,34,362
1560,36,60,102,104,35,28,Warlock,Trials,3,6,10,10,3,2,34,365
1583,31,41,94,36,99,26,Titan,Survival,3,4,9,3,9,2,30,327
1553,42,46,91,76,78,24,Warlock,Trials,4,4,9,7,7,2,33,357
1581,104,32,100,70,50,46,Hunter,Control,10,3,10,7,5,4,39,402
1558,100,62,67,36,105,28,Hunter,Trials,10,6,6,3,10,2,37,398
1439,60,75,99,53,98,58,Titan,Control,6,7,9,5,9,5,41,443
1515,96,73,23,49,40,38,Hunter,Control,9,7,2,4,4,3,29,319
1565,60,63,87,33,89,39,Titan,Control,6,6,8,3,8,3,34,371
1574,102,40,94,33,94,37,Hunter,Control,10,4,9,3,9,3,38,400
1553,60,71,102,28,100,29,Warlock,Trials,6,7,10,2,10,2,37,390
1505,74,41,43,30,34,51,Hunter,Survival,7,4,4,3,3,5,26,273
1560,63,49,100,70,90,51,Warlock,Trials,6,4,10,7,9,5,41,423
1558,103,32,103,103,50,42,Hunter,Trials,10,3,10,10,5,4,42,433
1558,101,38,111,35,86,67,Hunter,Trials,10,3,11,3,8,6,41,438
1548,77,49,58,57,22,45,Warlock,Survival,7,4,5,5,2,4,27,308
1557,18,73,102,103,44,55,Titan,Trials,1,7,10,10,4,5,37,395
1526,28,70,98,45,80,43,Titan,Control,2,7,9,4,8,4,34,364
1560,60,46,103,29,100,28,Warlock,Trials,6,4,10,2,10,2,34,366
1560,44,70,104,103,35,24,Titan,Trials,4,7,10,10,3,2,36,380
1560,95,31,83,85,30,46,Hunter,Trials,9,3,8,8,3,4,35,370
1555,79,60,63,51,57,52,Hunter,Trials,7,6,6,5,5,5,34,362
1579,100,23,104,100,50,18,Warlock,Survival,10,2,10,10,5,1,38,395
1552,100,59,80,91,71,48,Hunter,Trials,10,5,8,9,7,4,43,449
1556,53,54,82,71,84,60,Warlock,Trials,5,5,8,7,8,6,39,404
1554,97,62,31,40,73,29,Hunter,Trials,9,6,3,4,7,2,31,332
1558,102,45,100,29,99,41,Hunter,Trials,10,4,10,2,9,4,39,416
1571,105,53,55,34,60,70,Hunter,Control,10,5,5,3,6,7,36,377
1557,96,42,101,48,73,42,Hunter,Survival,9,4,10,4,7,4,38,402
1560,107,22,102,30,104,75,Hunter,Trials,10,2,10,3,10,7,42,440
1554,101,28,90,92,23,40,Hunter,Trials,10,2,9,9,2,4,36,374
1578,90,43,91,34,90,34,Hunter,Control,9,4,9,3,9,3,37,382
1559,22,79,104,105,28,39,Warlock,Trials,2,7,10,10,2,3,34,377
1569,53,62,102,103,48,62,Titan,Survival,5,6,10,10,4,6,41,430
1589,61,48,104,35,102,30,Warlock,Control,6,4,10,3,10,3,36,380
1581,50,60,101,44,70,72,Titan,Control,5,6,10,4,7,7,39,397
1552,104,33,92,87,28,38,Hunter,Trials,10,3,9,8,2,3,35,382
1565,48,84,51,37,43,77,Titan,Control,4,8,5,3,4,7,31,340
1582,52,46,46,103,63,37,Warlock,Control,5,4,4,10,6,3,32,347
1579,34,58,104,84,77,30,Warlock,Control,3,5,10,8,7,3,36,387
1568,46,52,92,46,50,76,Hunter,Control,4,5,9,4,5,7,34,362
1527,57,16,36,46,30,30,Warlock,Control,5,1,3,4,3,3,19,215
1576,28,86,100,29,80,40,Warlock,Control,2,8,10,2,8,4,34,363
1555,49,68,72,43,61,44,Hunter,Trials,4,6,7,4,6,4,31,337
1560,51,70,101,100,40,62,Warlock,Trials,5,7,10,10,4,6,42,424
1555,77,40,106,40,57,56,Titan,Trials,7,4,10,4,5,5,35,376
1560,91,33,101,55,32,101,Hunter,Trials,9,3,10,5,3,10,40,413
1581,102,22,100,100,46,42,Hunter,Control,10,2,10,10,4,4,40,412
1417,100,33,102,31,71,76,Hunter,Control,10,3,10,3,7,7,40,413
1560,101,45,103,50,101,38,Warlock,Trials,10,4,10,5,10,3,42,438
1563,78,70,57,93,29,22,Hunter,Control,7,7,5,9,2,2,32,349
1560,100,39,103,40,101,35,Hunter,Trials,10,3,10,4,10,3,40,418
1550,102,20,102,29,107,42,Hunter,Trials,10,2,10,2,10,4,38,402
1579,100,39,102,38,48,88,Hunter,Control,10,3,10,3,4,8,38,415
1560,101,35,101,101,42,35,Hunter,Trials,10,3,10,10,4,3,40,415
1579,31,74,100,71,41,50,Titan,Control,3,7,10,7,4,5,36,367
1560,50,39,103,26,103,58,Warlock,Trials,5,3,10,2,10,5,35,379
1577,45,43,104,29,37,104,Titan,Control,4,4,10,2,3,10,33,362
1515,24,31,107,41,68,14,Warlock,Control,2,3,10,4,6,1,26,285
1555,103,27,103,62,86,57,Hunter,Trials,10,2,10,6,8,5,41,438
1555,104,41,103,49,91,31,Titan,Trials,10,4,10,4,9,3,40,419
1560,78,70,47,93,29,22,Hunter,Control,7,7,4,9,2,2,31,339
1559,65,62,101,100,50,46,Warlock,Trials,6,6,10,10,5,4,41,424
1559,25,91,102,50,72,48,Titan,Trials,2,9,10,5,7,4,37,388
1582,66,44,68,72,59,52,Warlock,Control,6,4,6,7,5,5,33,361
1581,28,48,101,100,59,24,Warlock,Control,2,4,10,10,5,2,33,360
1582,40,54,80,91,47,40,Warlock,Control,4,5,8,9,4,4,34,352
1558,51,102,61,61,54,54,Titan,Trials,5,10,6,6,5,5,37,383
1519,51,36,82,65,87,64,Warlock,Control,5,3,8,6,8,6,36,385
1535,31,19,71,53,42,42,Warlock,Control,3,1,7,5,4,4,24,258
1598,100,35,100,102,62,18,Hunter,Control,10,3,10,10,6,1,40,417
1587,64,62,104,61,102,23,Titan,Control,6,6,10,6,10,2,40,416
1564,35,87,105,48,50,81,Titan,Control,3,8,10,4,5,8,38,406
1559,104,22,104,33,101,50,Hunter,Trials,10,2,10,3,10,5,40,414
1586,60,60,101,45,100,44,Warlock,Control,6,6,10,4,10,4,40,410
1555,80,43,90,82,40,101,Hunter,Trials,8,4,9,8,4,10,43,436
1560,51,102,61,61,54,54,Titan,Trials,5,10,6,6,5,5,37,383
1438,37,52,103,53,80,34,Warlock,Control,3,5,10,5,8,3,34,359
1568,60,70,30,71,61,40,Warlock,Control,6,7,3,7,6,4,33,332
1564,47,55,101,36,100,35,Warlock,Control,4,5,10,3,10,3,35,374
1566,84,23,107,34,78,36,Hunter,Control,8,2,10,3,7,3,33,362
1561,40,101,42,101,71,49,Titan,Control,4,10,4,10,7,4,39,404
1581,102,22,101,23,98,31,Hunter,Control,10,2,10,2,9,3,36,377
1581,58,82,72,77,70,26,Titan,Control,5,8,7,7,7,2,36,385
1558,44,40,87,101,46,42,Warlock,Trials,4,4,8,10,4,4,34,360
1557,50,84,69,64,72,58,Titan,Trials,5,8,6,6,7,5,37,397
1587,103,28,100,28,109,38,Hunter,Control,10,2,10,2,10,3,37,406
1553,50,85,68,74,77,33,Titan,Trials,5,8,6,7,7,3,36,387
1560,62,94,101,65,67,55,Titan,Trials,6,9,10,6,6,5,42,444
1368,26,46,105,53,81,44,Warlock,Survival,2,4,10,5,8,4,33,355
1560,91,50,100,65,50,74,Hunter,Trials,9,5,10,6,5,7,42,430
1580,103,18,103,57,54,46,Hunter,Control,10,1,10,5,5,4,35,381
1559,28,70,102,74,85,48,Titan,Trials,2,7,10,7,8,4,38,407
1556,53,31,101,24,111,52,Warlock,Trials,5,3,10,2,11,5,36,372
1556,70,61,79,47,91,41,Titan,Trials,7,6,7,4,9,4,37,389
1560,51,45,92,102,67,43,Warlock,Trials,5,4,9,10,6,4,38,400
1536,35,28,105,30,92,14,Titan,Control,3,2,10,3,9,1,28,304
1560,100,63,92,32,105,44,Hunter,Trials,10,6,9,3,10,4,42,436
1530,27,46,101,38,81,44,Warlock,Trials,2,4,10,3,8,4,31,337
1560,100,70,49,32,85,65,Hunter,Trials,10,7,4,3,8,6,38,401
1573,24,82,101,58,48,36,Titan,Survival,2,8,10,5,4,3,32,349
1550,89,30,94,31,113,42,Hunter,Trials,8,3,9,3,11,4,38,399
1551,51,33,35,56,30,39,Warlock,Control,5,3,3,5,3,3,22,244
1560,50,103,88,57,66,33,Titan,Trials,5,10,8,5,6,3,37,397
1556,54,39,100,102,33,58,Warlock,Trials,5,3,10,10,3,5,36,386
1567,104,32,90,32,91,51,Hunter,Survival,10,3,9,3,9,5,39,400
1555,42,91,88,45,63,87,Titan,Trials,4,9,8,4,6,8,39,416
1560,43,74,102,41,107,51,Titan,Trials,4,7,10,4,10,5,40,418
1581,32,62,100,94,45,42,Warlock,Control,3,6,10,9,4,4,36,375
1556,100,29,100,81,101,46,Hunter,Trials,10,2,10,8,10,4,44,457
1577,76,72,104,26,109,41,Titan,Survival,7,7,10,2,10,4,40,428
1576,65,32,100,25,103,50,Titan,Control,6,3,10,2,10,5,36,375
1582,70,52,93,30,67,103,Warlock,Control,7,5,9,3,6,10,40,415
1585,103,27,101,31,61,101,Hunter,Control,10,2,10,3,6,10,41,424
1567,53,64,103,78,70,18,Warlock,Control,5,6,10,7,7,1,36,386
1555,64,56,96,95,40,48,Titan,Trials,6,5,9,9,4,4,37,399
1593,100,56,80,80,31,49,Hunter,Control,10,5,8,8,3,4,38,396
1560,92,44,90,43,65,48,Titan,Trials,9,4,9,4,6,4,36,382
1556,26,23,108,18,104,35,Hunter,Trials,2,2,10,1,10,3,28,314
1560,54,45,100,18,113,40,Warlock,Trials,5,4,10,1,11,4,35,370
1558,100,41,100,40,93,33,Hunter,Trials,10,4,10,4,9,3,40,407
1488,90,53,94,29,47,77,Hunter,Control,9,5,9,2,4,7,36,390
1557,83,73,70,50,50,68,Titan,Control,8,7,7,5,5,6,38,394
1540,104,24,101,52,69,38,Hunter,Control,10,2,10,5,6,3,36,388
1553,100,47,68,48,84,96,Hunter,Trials,10,4,6,4,8,9,41,443
1576,34,105,82,107,35,28,Titan,Control,3,10,8,10,3,2,36,391
1560,102,32,104,51,78,46,Hunter,Trials,10,3,10,5,7,4,39,413
1462,70,32,105,30,104,37,Titan,Control,7,3,10,3,10,3,36,378
1560,100,33,100,93,70,42,Hunter,Trials,10,3,10,9,7,4,43,438
1506,75,30,101,52,59,46,Warlock,Survival,7,3,10,5,5,4,34,363
1548,58,91,43,43,59,47,Titan,Trials,5,9,4,4,5,4,31,341
1564,41,59,82,70,61,58,Warlock,Control,4,5,8,7,6,5,35,371
1560,102,22,103,102,39,82,Hunter,Trials,10,2,10,10,3,8,43,450
1581,101,55,48,41,82,45,Hunter,Control,10,5,4,4,8,4,35,372
1569,105,24,108,66,56,60,Hunter,Survival,10,2,10,6,5,6,39,419
1555,26,58,68,86,56,38,Warlock,Trials,2,5,6,8,5,3,29,332
1559,49,35,85,100,105,25,Warlock,Trials,4,3,8,10,10,2,37,399
1560,100,101,50,24,102,64,Hunter,Trials,10,10,5,2,10,6,43,441
1539,100,30,102,81,52,26,Hunter,Control,10,3,10,8,5,2,38,391
1576,77,42,100,80,50,55,Hunter,Control,7,4,10,8,5,5,39,404
1560,81,56,91,59,77,44,Hunter,Trials,8,5,9,5,7,4,38,408
1504,101,32,100,44,100,18,Hunter,Survival,10,3,10,4,10,1,38,395
1560,101,24,100,38,60,92,Hunter,Trials,10,2,10,3,6,9,40,415
1549,45,83,101,48,64,46,Titan,Trials,4,8,10,4,6,4,36,387
1558,104,51,101,72,66,43,Hunter,Trials,10,5,10,7,6,4,42,437
1577,47,81,102,30,64,73,Titan,Control,4,8,10,3,6,7,38,397
1557,42,71,56,90,57,37,Warlock,Trials,4,7,5,9,5,3,33,353
1572,100,20,60,103,20,28,Hunter,Control,10,2,6,10,2,2,32,331
1583,52,33,83,77,60,36,Warlock,Survival,5,3,8,7,6,3,32,341
1558,45,30,104,100,65,44,Warlock,Trials,4,3,10,10,6,4,37,388
1553,62,53,100,44,82,22,Titan,Trials,6,5,10,4,8,2,35,363
1557,53,81,92,40,91,38,Titan,Trials,5,8,9,4,9,3,38,395
1560,90,44,88,32,42,96,Warlock,Trials,9,4,8,3,4,9,37,392
1560,82,22,81,80,61,80,Hunter,Trials,8,2,8,8,6,8,40,406
1560,42,80,105,84,45,50,Titan,Trials,4,8,10,8,4,5,39,406
1581,68,49,52,62,87,51,Hunter,Survival,6,4,5,6,8,5,34,369
1559,28,102,100,40,102,57,Titan,Trials,2,10,10,4,10,5,41,429
1548,58,46,95,40,98,47,Warlock,Control,5,4,9,4,9,4,35,384
1576,29,57,101,68,100,34,Warlock,Control,2,5,10,6,10,3,36,389
1560,101,18,102,94,99,49,Hunter,Trials,10,1,10,9,9,4,43,463
1557,102,23,114,41,99,32,Hunter,Trials,10,2,11,4,9,3,39,411
1569,93,30,102,42,66,45,Hunter,Control,9,3,10,4,6,4,36,378
1503,74,104,41,44,72,71,Titan,Survival,7,10,4,4,7,7,39,406
1560,101,30,102,101,71,50,Hunter,Trials,10,3,10,10,7,5,45,455
1560,16,102,62,56,46,25,Titan,Control,1,10,6,5,4,2,28,307
1560,101,48,99,31,104,29,Hunter,Trials,10,4,9,3,10,2,38,412
1559,103,54,66,103,46,46,Hunter,Trials,10,5,6,10,4,4,39,418
1552,104,22,101,36,91,41,Hunter,Trials,10,2,10,3,9,4,38,395
1554,40,68,100,69,54,40,Titan,Trials,4,6,10,6,5,4,35,371
1471,44,49,30,31,40,53,Hunter,Control,4,4,3,3,4,5,23,247
1554,104,26,25,34,84,39,Hunter,Trials,10,2,2,3,8,3,28,312
1556,74,32,104,33,75,56,Warlock,Control,7,3,10,3,7,5,35,374
1574,53,61,102,44,72,58,Warlock,Control,5,6,10,4,7,5,37,390
1560,30,81,107,7,108,51,Titan,Trials,3,8,10,0,10,5,36,384
1587,39,63,100,100,43,50,Titan,Control,3,6,10,10,4,5,38,395
1570,81,27,91,22,98,58,Hunter,Control,8,2,9,2,9,5,35,377
1578,30,102,69,65,37,39,Titan,Control,3,10,6,6,3,3,31,342
1567,91,22,97,93,21,41,Hunter,Control,9,2,9,9,2,4,35,365
1558,90,41,90,38,80,70,Warlock,Trials,9,4,9,3,8,7,40,409
1579,70,51,100,41,84,78,Warlock,Control,7,5,10,4,8,7,41,424
1510,25,110,29,50,46,41,Hunter,Control,2,11,2,5,4,4,28,301
1564,102,25,101,37,75,44,Hunter,Control,10,2,10,3,7,4,36,384
1573,46,51,73,118,38,53,Warlock,Control,4,5,7,11,3,5,35,379
1551,90,22,106,24,101,54,Hunter,Trials,9,2,10,2,10,5,38,397
1551,74,29,103,100,46,56,Warlock,Control,7,2,10,10,4,5,38,408
1551,40,96,32,49,63,33,Hunter,Trials,4,9,3,4,6,3,29,313
1553,104,22,101,36,91,41,Hunter,Trials,10,2,10,3,9,4,38,395
1579,61,75,96,31,100,39,Hunter,Control,6,7,9,3,10,3,38,402
1555,80,75,93,47,93,71,Warlock,Control,8,7,9,4,9,7,44,459
1552,59,86,41,22,74,51,Titan,Trials,5,8,4,2,7,5,31,333
1585,50,70,100,71,70,60,Warlock,Control,5,7,10,7,7,6,42,421
1559,68,44,80,78,27,48,Warlock,Trials,6,4,8,7,2,4,31,345
1560,101,56,72,100,54,59,Hunter,Trials,10,5,7,10,5,5,42,442
1559,70,51,100,58,90,80,Warlock,Trials,7,5,10,5,9,8,44,449
1501,28,52,102,80,80,50,Warlock,Control,2,5,10,8,8,5,38,392
1560,38,27,100,87,50,56,Warlock,Trials,3,2,10,8,5,5,33,358
1556,100,53,34,60,42,102,Hunter,Trials,10,5,3,6,4,10,38,391
1559,102,41,60,23,102,51,Warlock,Control,10,4,6,2,10,5,37,379
1560,31,40,102,101,36,57,Warlock,Trials,3,4,10,10,3,5,35,367
1447,29,74,100,58,63,57,Titan,Control,2,7,10,5,6,5,35,381
1581,50,70,100,71,70,60,Warlock,Control,5,7,10,7,7,6,42,421
1587,100,53,34,60,42,102,Hunter,Rumble,10,5,3,6,4,10,38,391
1554,98,33,91,40,97,30,Warlock,Trials,9,3,9,4,9,3,37,389
1558,71,93,49,50,54,104,Hunter,Trials,7,9,4,5,5,10,40,421
1575,35,29,99,89,85,18,Warlock,Control,3,2,9,8,8,1,31,355
1583,31,40,102,101,36,57,Warlock,Survival,3,4,10,10,3,5,35,367
1553,79,93,81,64,62,38,Hunter,Trials,7,9,8,6,6,3,39,417
1560,55,101,61,100,47,65,Hunter,Trials,5,10,6,10,4,6,41,429
1559,96,18,102,85,100,22,Warlock,Trials,9,1,10,8,10,2,40,423
1541,91,40,101,83,45,41,Hunter,Control,9,4,10,8,4,4,39,401
1513,32,37,108,34,90,21,Warlock,Control,3,3,10,3,9,2,30,322
1564,57,35,50,55,69,44,Hunter,Control,5,3,5,5,6,4,28,310
1554,23,83,103,81,35,43,Titan,Survival,2,8,10,8,3,4,35,368
1577,63,80,100,61,80,63,Titan,Control,6,8,10,6,8,6,44,447
1554,58,22,102,94,63,40,Warlock,Control,5,2,10,9,6,4,36,379
1551,47,71,101,22,104,54,Titan,Trials,4,7,10,2,10,5,38,399
1535,58,60,101,18,82,103,Titan,Control,5,6,10,1,8,10,40,422
1553,102,50,80,37,91,58,Hunter,Trials,10,5,8,3,9,5,40,418
1581,100,23,104,30,110,48,Hunter,Survival,10,2,10,3,11,4,40,415
1576,101,29,103,94,49,40,Hunter,Control,10,2,10,9,4,4,39,416
1558,61,102,22,37,104,28,Titan,Trials,6,10,2,3,10,2,33,354
1559,37,74,95,49,102,47,Warlock,Trials,3,7,9,4,10,4,37,404
1487,92,37,98,20,97,22,Hunter,Survival,9,3,9,2,9,2,34,366
1559,102,26,100,27,90,48,Hunter,Trials,10,2,10,2,9,4,37,393
1578,44,29,117,104,86,29,Warlock,Control,4,2,11,10,8,2,37,409
1552,100,27,96,49,93,42,Hunter,Control,10,2,9,4,9,4,38,407
1580,55,78,50,75,76,76,Titan,Survival,5,7,5,7,7,7,38,410
1560,53,98,83,37,68,78,Titan,Trials,5,9,8,3,6,7,38,417
1558,57,36,64,68,78,20,Warlock,Trials,5,3,6,6,7,2,29,323
1368,39,70,118,13,105,39,Warlock,Control,3,7,11,1,10,3,35,384
1560,70,42,91,82,84,51,Warlock,Trials,7,4,9,8,8,5,41,420
1560,60,101,52,61,35,65,Titan,Trials,6,10,5,6,3,6,36,374
1572,53,72,71,55,72,40,Warlock,Control,5,7,7,5,7,4,35,363
1559,104,34,103,48,44,100,Hunter,Control,10,3,10,4,4,10,41,433
1520,16,103,53,27,76,50,Titan,Survival,1,10,5,2,7,5,30,325
1557,49,90,101,65,93,46,Titan,Trials,4,9,10,6,9,4,42,444
1579,92,73,94,40,97,62,Hunter,Survival,9,7,9,4,9,6,44,458
1522,63,43,106,89,32,65,Warlock,Control,6,4,10,8,3,6,37,398
1582,98,52,79,56,87,61,Hunter,Control,9,5,7,5,8,6,40,433
1572,33,85,62,23,53,97,Titan,Rumble,3,8,6,2,5,9,33,353
1560,89,84,47,49,59,53,Warlock,Trials,8,8,4,4,5,5,34,381
1580,100,46,101,50,85,34,Hunter,Control,10,4,10,5,8,3,40,416
1555,103,23,104,53,102,46,Warlock,Control,10,2,10,5,10,4,41,431
1556,103,54,105,38,75,52,Hunter,Trials,10,5,10,3,7,5,40,427
1559,80,52,77,50,60,73,Hunter,Trials,8,5,7,5,6,7,38,392
1558,47,27,101,100,26,42,Warlock,Trials,4,2,10,10,2,4,32,343
1525,78,22,101,102,49,32,Warlock,Control,7,2,10,10,4,3,36,384
1554,65,56,70,32,88,42,Hunter,Trials,6,5,7,3,8,4,33,353
1560,103,33,100,102,30,65,Hunter,Trials,10,3,10,10,3,6,42,433
1559,101,38,100,46,107,36,Titan,Trials,10,3,10,4,10,3,40,428
1553,81,44,96,59,72,25,Hunter,Trials,8,4,9,5,7,2,35,377
1557,32,36,99,44,86,43,Warlock,Trials,3,3,9,4,8,4,31,340
1555,81,30,104,34,107,38,Hunter,Trials,8,3,10,3,10,3,37,394
1554,71,28,40,81,49,24,Hunter,Trials,7,2,4,8,4,2,27,293
1557,26,55,104,81,68,20,Warlock,Trials,2,5,10,8,6,2,33,354
1566,86,31,100,58,60,39,Warlock,Survival,8,3,10,5,6,3,35,374
1438,38,96,78,60,48,67,Hunter,Rumble,3,9,7,6,4,6,35,387
1550,36,46,82,52,98,32,Warlock,Trials,3,4,8,5,9,3,32,346
1558,19,100,101,51,45,102,Titan,Trials,1,10,10,5,4,10,40,418
1533,108,56,75,52,67,61,Titan,Trials,10,5,7,5,6,6,39,419
1359,78,39,89,39,68,42,Warlock,Survival,7,3,8,3,6,4,31,355
1583,59,45,108,103,37,103,Warlock,Control,5,4,10,10,3,10,42,455
1578,29,103,26,82,39,57,Titan,Control,2,10,2,8,3,5,30,336
1553,91,37,90,69,83,41,Hunter,Trials,9,3,9,6,8,4,39,411
1554,40,40,100,73,61,61,Warlock,Trials,4,4,10,7,6,6,37,375
1559,47,54,100,104,41,19,Warlock,Trials,4,5,10,10,4,1,34,365
1559,34,100,101,50,70,42,Titan,Trials,3,10,10,5,7,4,39,397
1560,36,52,69,50,104,29,Titan,Trials,3,5,6,5,10,2,31,340
1560,102,32,100,100,53,41,Hunter,Trials,10,3,10,10,5,4,42,428
1556,100,42,83,62,61,45,Hunter,Trials,10,4,8,6,6,4,38,393
1560,61,62,100,63,102,22,Titan,Trials,6,6,10,6,10,2,40,410
1558,52,70,100,84,60,52,Titan,Trials,5,7,10,8,6,5,41,418
1559,102,28,103,44,100,58,Hunter,Trials,10,2,10,4,10,5,41,435
1560,60,32,100,100,62,42,Warlock,Trials,6,3,10,10,6,4,39,396
1560,29,66,102,31,90,103,Titan,Trials,2,6,10,3,9,10,40,421
1572,68,90,46,53,71,50,Titan,Control,6,9,4,5,7,5,36,378
1559,101,28,62,62,81,32,Hunter,Trials,10,2,6,6,8,3,35,366
1551,101,53,61,17,57,100,Hunter,Control,10,5,6,1,5,10,37,389
1584,50,30,102,60,102,42,Warlock,Control,5,3,10,6,10,4,38,386
1558,27,83,80,53,70,48,Titan,Trials,2,8,8,5,7,4,34,361
1569,54,60,71,50,61,43,Hunter,Control,5,6,7,5,6,4,33,339
1560,100,30,100,77,49,32,Hunter,Trials,10,3,10,7,4,3,37,388
1560,93,42,102,77,51,35,Hunter,Trials,9,4,10,7,5,3,38,400
1559,102,29,90,20,64,55,Hunter,Trials,10,2,9,2,6,5,34,360
1560,28,61,100,24,101,61,Titan,Trials,2,6,10,2,10,6,36,375
1552,90,33,89,58,94,52,Hunter,Trials,9,3,8,5,9,5,39,416
1563,43,95,74,55,50,33,Titan,Control,4,9,7,5,5,3,33,350
1583,60,32,100,100,62,52,Warlock,Control,6,3,10,10,6,5,40,406
1585,44,76,110,55,85,55,Warlock,Control,4,7,11,5,8,5,40,425
1567,83,34,100,62,43,51,Hunter,Control,8,3,10,6,4,5,36,373
1553,31,82,101,33,76,59,Warlock,Trials,3,8,10,3,7,5,36,382
1566,106,54,100,34,90,36,Hunter,Control,10,5,10,3,9,3,40,420
1503,103,65,40,54,56,55,Warlock,Control,10,6,4,5,5,5,35,373
1551,101,26,86,52,58,53,Hunter,Trials,10,2,8,5,5,5,35,376
1553,56,65,93,51,72,63,Titan,Trials,5,6,9,5,7,6,38,400
1557,45,67,70,38,50,99,Titan,Trials,4,6,7,3,5,9,34,369
1560,61,90,20,95,85,32,Warlock,Trials,6,9,2,9,8,3,37,383
